InspectionID,DeliveryID,InspectorID,InspectionDate,InspectedQuantity,PassedQuantity,FailedQuantity,InspectionScore,InspectionResult
INS012495,DEL012495,EMP0198,2026-01-16,3428,3428,0,99.83,Pass
INS012496,DEL012496,EMP0027,2024-12-21,438,438,0,99.64,Pass
INS012497,DEL012497,EMP0190,2025-11-18,2530,2529,1,87.62,Minor Issue
INS012498,DEL012498,EMP0187,2024-11-24,2124,2124,0,95.76,Pass
INS012499,DEL012499,EMP0190,2024-12-17,1807,1807,0,97.14,Pass
INS012500,DEL012500,EMP0170,2025-03-30,903,903,0,97.79,Pass
INS012501,DEL012501,EMP0143,2025-11-28,1055,1055,0,98.71,Pass
INS012502,DEL012502,EMP0156,2025-08-06,406,406,0,99.28,Pass
INS012503,DEL012503,EMP0027,2025-05-18,282,282,0,96.99,Pass
INS012504,DEL012504,EMP0006,2025-11-26,771,771,0,98.23,Pass
INS012505,DEL012505,EMP0146,2025-06-11,1260,1260,0,99.07,Pass
INS012506,DEL012506,EMP0107,2024-08-07,2432,2432,0,99.06,Pass
INS012507,DEL012507,EMP0165,2024-12-31,2454,2454,0,95.12,Pass
INS012508,DEL012508,EMP0060,2026-04-25,1087,1087,0,97.61,Pass
INS012509,DEL012509,EMP0134,2025-10-08,230,230,0,95.43,Pass
INS012510,DEL012510,EMP0195,2025-04-13,362,361,1,87.12,Minor Issue
INS012511,DEL012511,EMP0172,2024-12-03,922,922,0,95.18,Pass
INS012512,DEL012512,EMP0055,2025-09-09,412,412,0,99.63,Pass
INS012513,DEL012513,EMP0123,2025-05-17,1469,1469,0,95.31,Pass
INS012514,DEL012514,EMP0111,2025-03-17,256,256,0,95.6,Pass
INS012515,DEL012515,EMP0080,2025-03-13,1377,1377,0,97.42,Pass
INS012516,DEL012516,EMP0170,2025-04-28,1775,1774,1,86.27,Minor Issue
INS012517,DEL012517,EMP0076,2024-11-10,235,235,0,99.74,Pass
INS012518,DEL012518,EMP0144,2025-10-22,4570,4570,0,96.26,Pass
INS012519,DEL012519,EMP0061,2025-03-15,2216,2216,0,97.1,Pass
INS012520,DEL012520,EMP0091,2025-10-06,3153,3153,0,95.94,Pass
INS012521,DEL012521,EMP0089,2025-07-30,1844,1844,0,95.88,Pass
INS012522,DEL012522,EMP0017,2024-12-25,1784,1784,0,98.48,Pass
INS012523,DEL012523,EMP0051,2024-12-12,848,848,0,96.47,Pass
INS012524,DEL012524,EMP0089,2025-10-07,1641,1631,10,86.73,Minor Issue
INS012525,DEL012525,EMP0021,2026-06-24,3174,3174,0,96.92,Pass
INS012526,DEL012526,EMP0197,2025-11-24,70,70,0,97.38,Pass
INS012527,DEL012527,EMP0014,2025-08-10,777,777,0,95.93,Pass
INS012528,DEL012528,EMP0040,2025-03-16,2112,2112,0,99.94,Pass
INS012529,DEL012529,EMP0180,2025-01-03,1921,1921,0,98.76,Pass
INS012530,DEL012530,EMP0076,2025-08-08,1011,1011,0,95.99,Pass
INS012531,DEL012531,EMP0091,2025-05-28,3672,3672,0,98.3,Pass
INS012532,DEL012532,EMP0193,2026-01-07,524,524,0,98.74,Pass
INS012533,DEL012533,EMP0043,2024-10-17,1378,1376,2,80.8,Minor Issue
INS012534,DEL012534,EMP0183,2025-12-09,3648,3648,0,99.27,Pass
INS012535,DEL012535,EMP0143,2026-06-20,866,866,0,96.67,Pass
INS012536,DEL012536,EMP0027,2024-08-20,249,247,2,92.52,Minor Issue
INS012537,DEL012537,EMP0115,2025-04-23,767,767,0,97.0,Pass
INS012538,DEL012538,EMP0051,2025-11-12,3106,3106,0,98.93,Pass
INS012539,DEL012539,EMP0007,2026-02-11,2707,2707,0,98.63,Pass
INS012540,DEL012540,EMP0085,2025-08-06,2617,2617,0,98.08,Pass
INS012541,DEL012541,EMP0117,2025-10-28,2933,2933,0,98.4,Pass
INS012542,DEL012542,EMP0060,2024-12-09,375,375,0,99.09,Pass
INS012543,DEL012543,EMP0116,2024-07-24,1022,1022,0,99.73,Pass
INS012544,DEL012544,EMP0186,2025-03-30,2593,2593,0,99.29,Pass
INS012545,DEL012545,EMP0046,2025-01-15,1731,1731,0,99.58,Pass
INS012546,DEL012546,EMP0022,2025-12-04,1142,1142,0,95.26,Pass
INS012547,DEL012547,EMP0194,2026-03-23,2383,2383,0,97.48,Pass
INS012548,DEL012548,EMP0027,2026-05-02,4482,4482,0,98.26,Pass
INS012549,DEL012549,EMP0096,2025-06-14,1394,1394,0,97.77,Pass
INS012550,DEL012550,EMP0123,2024-11-12,1416,1416,0,99.7,Pass
INS012551,DEL012551,EMP0041,2026-03-15,174,174,0,97.31,Pass
INS012552,DEL012552,EMP0193,2025-01-03,844,844,0,95.84,Pass
INS012553,DEL012553,EMP0096,2026-03-29,705,705,0,98.21,Pass
INS012554,DEL012554,EMP0195,2026-03-16,2803,2798,5,85.09,Minor Issue
INS012555,DEL012555,EMP0003,2025-06-06,901,901,0,98.61,Pass
INS012556,DEL012556,EMP0154,2024-12-20,412,412,0,95.16,Pass
INS012557,DEL012557,EMP0123,2024-10-15,3063,3063,0,97.71,Pass
INS012558,DEL012558,EMP0011,2025-12-09,1996,1994,2,81.68,Minor Issue
INS012559,DEL012559,EMP0146,2024-10-28,3044,3044,0,95.13,Pass
INS012560,DEL012560,EMP0009,2025-02-18,3860,3860,0,96.17,Pass
INS012561,DEL012561,EMP0076,2026-02-11,1463,1463,0,95.16,Pass
INS012562,DEL012562,EMP0040,2024-12-17,3575,3575,0,98.15,Pass
INS012563,DEL012563,EMP0027,2025-07-24,723,723,0,97.96,Pass
INS012564,DEL012564,EMP0085,2024-09-07,452,452,0,96.42,Pass
INS012565,DEL012565,EMP0046,2024-12-05,1125,1125,0,95.95,Pass
INS012566,DEL012566,EMP0055,2025-05-25,230,225,5,89.57,Minor Issue
INS012567,DEL012567,EMP0043,2024-08-25,3368,3368,0,96.97,Pass
INS012568,DEL012568,EMP0001,2025-11-08,3007,3007,0,95.25,Pass
INS012569,DEL012569,EMP0041,2026-05-27,543,543,0,97.78,Pass
INS012570,DEL012570,EMP0163,2025-05-03,900,900,0,98.79,Pass
INS012571,DEL012571,EMP0043,2025-11-19,876,876,0,97.61,Pass
INS012572,DEL012572,EMP0163,2025-05-30,1949,1949,0,99.3,Pass
INS012573,DEL012573,EMP0055,2026-06-18,1007,1007,0,99.97,Pass
INS012574,DEL012574,EMP0143,2025-12-06,1059,1059,0,99.51,Pass
INS012575,DEL012575,EMP0115,2025-12-05,3633,3633,0,96.18,Pass
INS012576,DEL012576,EMP0054,2024-09-28,789,787,2,91.73,Minor Issue
INS012577,DEL012577,EMP0007,2025-12-28,2412,2412,0,96.37,Pass
INS012578,DEL012578,EMP0109,2025-03-05,2391,2391,0,99.06,Pass
INS012579,DEL012579,EMP0170,2026-06-03,4414,4414,0,99.01,Pass
INS012580,DEL012580,EMP0160,2025-07-09,807,807,0,96.21,Pass
INS012581,DEL012581,EMP0193,2024-11-07,1705,1705,0,96.65,Pass
INS012582,DEL012582,EMP0017,2025-04-01,53,53,0,97.25,Pass
INS012583,DEL012583,EMP0162,2025-01-28,630,630,0,96.14,Pass
INS012584,DEL012584,EMP0044,2026-02-06,545,545,0,99.02,Pass
INS012585,DEL012585,EMP0057,2026-05-03,1684,1684,0,95.7,Pass
INS012586,DEL012586,EMP0134,2026-02-26,149,144,5,70.29,Fail
INS012587,DEL012587,EMP0066,2026-02-27,1064,1064,0,96.59,Pass
INS012588,DEL012588,EMP0061,2025-08-14,4278,4278,0,98.81,Pass
INS012589,DEL012589,EMP0091,2024-08-17,3295,3295,0,95.93,Pass
INS012590,DEL012590,EMP0079,2026-04-09,1543,1543,0,96.93,Pass
INS012591,DEL012591,EMP0006,2025-06-09,1814,1813,1,85.24,Minor Issue
INS012592,DEL012592,EMP0162,2025-12-02,609,609,0,97.6,Pass
INS012593,DEL012593,EMP0054,2024-12-19,2506,2506,0,99.36,Pass
INS012594,DEL012594,EMP0110,2024-12-24,2560,2560,0,99.31,Pass
INS012595,DEL012595,EMP0060,2025-05-27,3953,3953,0,98.61,Pass
INS012596,DEL012596,EMP0172,2026-05-15,4161,4161,0,99.96,Pass
INS012597,DEL012597,EMP0044,2024-08-21,4370,4368,2,88.63,Minor Issue
INS012598,DEL012598,EMP0057,2025-02-24,1212,1212,0,99.01,Pass
INS012599,DEL012599,EMP0045,2025-03-06,2694,2684,10,92.91,Minor Issue
INS012600,DEL012600,EMP0003,2025-04-07,536,536,0,96.08,Pass
INS012601,DEL012601,EMP0028,2024-08-14,2208,2208,0,96.08,Pass
INS012602,DEL012602,EMP0111,2026-04-01,772,772,0,99.04,Pass
INS012603,DEL012603,EMP0162,2025-09-29,4059,4059,0,99.95,Pass
INS012604,DEL012604,EMP0180,2025-08-17,143,143,0,95.85,Pass
INS012605,DEL012605,EMP0115,2026-06-09,1416,1416,0,98.28,Pass
INS012606,DEL012606,EMP0184,2025-03-03,551,551,0,99.52,Pass
INS012607,DEL012607,EMP0162,2026-03-24,1210,1209,1,93.31,Minor Issue
INS012608,DEL012608,EMP0066,2025-03-26,1640,1638,2,81.24,Minor Issue
INS012609,DEL012609,EMP0046,2024-11-26,758,738,20,83.79,Minor Issue
INS012610,DEL012610,EMP0115,2025-08-16,257,256,1,84.45,Minor Issue
INS012611,DEL012611,EMP0142,2026-02-07,905,905,0,99.05,Pass
INS012612,DEL012612,EMP0092,2026-02-15,4282,4272,10,93.92,Minor Issue
INS012613,DEL012613,EMP0186,2024-10-12,688,686,2,89.83,Minor Issue
INS012614,DEL012614,EMP0174,2025-07-21,761,761,0,98.68,Pass
INS012615,DEL012615,EMP0055,2025-02-15,826,826,0,96.78,Pass
INS012616,DEL012616,EMP0085,2025-05-23,2247,2247,0,99.43,Pass
INS012617,DEL012617,EMP0165,2024-10-20,2928,2928,0,96.09,Pass
INS012618,DEL012618,EMP0089,2025-06-05,1057,1057,0,96.69,Pass
INS012619,DEL012619,EMP0107,2024-12-25,2053,2048,5,88.4,Minor Issue
INS012620,DEL012620,EMP0111,2025-11-03,1707,1706,1,88.96,Minor Issue
INS012621,DEL012621,EMP0003,2026-03-21,1036,1036,0,99.52,Pass
INS012622,DEL012622,EMP0110,2025-11-27,3997,3997,0,99.42,Pass
INS012623,DEL012623,EMP0045,2025-07-27,1680,1680,0,99.21,Pass
INS012624,DEL012624,EMP0017,2025-06-15,1672,1672,0,97.06,Pass
INS012625,DEL012625,EMP0092,2025-04-28,177,177,0,97.09,Pass
INS012626,DEL012626,EMP0054,2025-11-12,2924,2924,0,98.86,Pass
INS012627,DEL012627,EMP0077,2025-02-17,1335,1335,0,99.11,Pass
INS012628,DEL012628,EMP0143,2026-01-16,2226,2226,0,99.52,Pass
INS012629,DEL012629,EMP0040,2026-02-15,245,244,1,93.51,Minor Issue
INS012630,DEL012630,EMP0040,2024-11-01,2400,2400,0,100.0,Pass
INS012631,DEL012631,EMP0079,2025-02-15,2350,2350,0,97.55,Pass
INS012632,DEL012632,EMP0080,2025-02-23,1462,1462,0,95.25,Pass
INS012633,DEL012633,EMP0089,2025-11-24,1438,1437,1,86.44,Minor Issue
INS012634,DEL012634,EMP0198,2025-09-24,1712,1712,0,99.08,Pass
INS012635,DEL012635,EMP0111,2024-12-25,130,130,0,95.47,Pass
INS012636,DEL012636,EMP0040,2025-01-04,670,670,0,96.27,Pass
INS012637,DEL012637,EMP0165,2025-02-19,2035,2035,0,99.14,Pass
INS012638,DEL012638,EMP0010,2024-11-20,3875,3875,0,97.32,Pass
INS012639,DEL012639,EMP0144,2024-12-11,1421,1411,10,90.24,Minor Issue
INS012640,DEL012640,EMP0117,2026-04-29,79,77,2,82.2,Minor Issue
INS012641,DEL012641,EMP0142,2025-07-30,1597,1597,0,96.86,Pass
INS012642,DEL012642,EMP0183,2025-06-05,1452,1452,0,95.5,Pass
INS012643,DEL012643,EMP0146,2025-10-29,406,406,0,99.03,Pass
INS012644,DEL012644,EMP0022,2025-06-09,3157,3157,0,97.44,Pass
INS012645,DEL012645,EMP0142,2024-08-11,2281,2281,0,99.4,Pass
INS012646,DEL012646,EMP0107,2025-02-12,278,273,5,83.57,Minor Issue
INS012647,DEL012647,EMP0134,2025-04-01,3693,3693,0,96.64,Pass
INS012648,DEL012648,EMP0194,2024-10-10,2961,2961,0,97.72,Pass
INS012649,DEL012649,EMP0129,2025-07-04,2340,2340,0,97.45,Pass
INS012650,DEL012650,EMP0116,2025-05-06,2055,2055,0,96.97,Pass
INS012651,DEL012651,EMP0107,2026-06-05,1624,1622,2,81.34,Minor Issue
INS012652,DEL012652,EMP0010,2025-03-12,1107,1107,0,99.85,Pass
INS012653,DEL012653,EMP0107,2025-08-19,1890,1885,5,92.72,Minor Issue
INS012654,DEL012654,EMP0187,2025-02-27,2381,2381,0,96.91,Pass
INS012655,DEL012655,EMP0198,2025-01-18,272,272,0,98.46,Pass
INS012656,DEL012656,EMP0016,2026-03-17,3312,3312,0,99.94,Pass
INS012657,DEL012657,EMP0136,2026-01-16,2955,2955,0,99.75,Pass
INS012658,DEL012658,EMP0001,2025-10-11,2447,2447,0,95.09,Pass
INS012659,DEL012659,EMP0011,2025-01-17,661,661,0,98.42,Pass
INS012660,DEL012660,EMP0107,2024-08-25,1259,1259,0,99.21,Pass
INS012661,DEL012661,EMP0016,2025-12-31,562,562,0,96.95,Pass
INS012662,DEL012662,EMP0186,2024-12-17,1134,1132,2,83.57,Minor Issue
INS012663,DEL012663,EMP0045,2025-08-19,1286,1286,0,97.57,Pass
INS012664,DEL012664,EMP0194,2025-05-28,3409,3409,0,99.11,Pass
INS012665,DEL012665,EMP0014,2025-11-10,936,936,0,97.5,Pass
INS012666,DEL012666,EMP0146,2025-06-17,1506,1506,0,97.7,Pass
INS012667,DEL012667,EMP0186,2025-02-18,2257,2256,1,87.29,Minor Issue
INS012668,DEL012668,EMP0028,2026-01-20,1320,1320,0,99.17,Pass
INS012669,DEL012669,EMP0066,2025-05-08,1773,1773,0,96.29,Pass
INS012670,DEL012670,EMP0186,2026-07-02,942,942,0,96.73,Pass
INS012671,DEL012671,EMP0143,2024-09-28,1594,1593,1,90.62,Minor Issue
INS012672,DEL012672,EMP0184,2024-08-13,1650,1649,1,87.56,Minor Issue
INS012673,DEL012673,EMP0010,2024-10-08,631,629,2,82.74,Minor Issue
INS012674,DEL012674,EMP0107,2025-03-19,1676,1676,0,99.2,Pass
INS012675,DEL012675,EMP0163,2026-04-26,1817,1817,0,98.47,Pass
INS012676,DEL012676,EMP0116,2025-04-02,804,804,0,98.82,Pass
INS012677,DEL012677,EMP0042,2025-09-16,2279,2279,0,95.22,Pass
INS012678,DEL012678,EMP0162,2026-05-27,1209,1209,0,99.87,Pass
INS012679,DEL012679,EMP0129,2025-04-06,627,626,1,87.32,Minor Issue
INS012680,DEL012680,EMP0172,2026-04-27,1016,1015,1,92.32,Minor Issue
INS012681,DEL012681,EMP0014,2024-12-07,3436,3426,10,90.39,Minor Issue
INS012682,DEL012682,EMP0046,2025-05-04,1717,1717,0,99.53,Pass
INS012683,DEL012683,EMP0017,2025-09-24,1573,1573,0,98.86,Pass
INS012684,DEL012684,EMP0003,2025-08-29,558,558,0,97.71,Pass
INS012685,DEL012685,EMP0003,2025-07-11,1690,1688,2,86.74,Minor Issue
INS012686,DEL012686,EMP0046,2026-02-22,2749,2749,0,97.78,Pass
INS012687,DEL012687,EMP0142,2025-10-28,1879,1879,0,98.74,Pass
INS012688,DEL012688,EMP0007,2025-06-30,2056,2056,0,95.63,Pass
INS012689,DEL012689,EMP0174,2025-10-09,2632,2632,0,96.75,Pass
INS012690,DEL012690,EMP0154,2026-04-07,3201,3201,0,98.82,Pass
INS012691,DEL012691,EMP0197,2025-06-10,2790,2790,0,95.65,Pass
INS012692,DEL012692,EMP0129,2026-03-14,528,528,0,97.35,Pass
INS012693,DEL012693,EMP0183,2025-02-23,657,657,0,99.14,Pass
INS012694,DEL012694,EMP0188,2024-08-15,1358,1358,0,97.56,Pass
INS012695,DEL012695,EMP0109,2026-04-08,2160,2160,0,96.43,Pass
INS012696,DEL012696,EMP0014,2025-12-29,877,877,0,98.94,Pass
INS012697,DEL012697,EMP0045,2025-10-23,1199,1199,0,95.99,Pass
INS012698,DEL012698,EMP0187,2025-12-03,1299,1299,0,99.67,Pass
INS012699,DEL012699,EMP0143,2026-06-08,1951,1951,0,95.57,Pass
INS012700,DEL012700,EMP0077,2025-10-21,545,545,0,97.19,Pass
INS012701,DEL012701,EMP0009,2025-01-19,802,801,1,81.34,Minor Issue
INS012702,DEL012702,EMP0096,2025-03-05,766,766,0,95.7,Pass
INS012703,DEL012703,EMP0017,2025-10-30,1441,1441,0,95.69,Pass
INS012704,DEL012704,EMP0043,2024-08-07,1417,1417,0,96.95,Pass
INS012705,DEL012705,EMP0044,2026-02-07,41,41,0,98.39,Pass
INS012706,DEL012706,EMP0017,2026-06-08,2852,2852,0,95.19,Pass
INS012707,DEL012707,EMP0044,2025-05-26,1492,1492,0,99.99,Pass
INS012708,DEL012708,EMP0107,2026-02-12,2316,2316,0,99.85,Pass
INS012709,DEL012709,EMP0180,2025-06-15,4515,4515,0,98.65,Pass
INS012710,DEL012710,EMP0079,2025-03-14,244,244,0,95.75,Pass
INS012711,DEL012711,EMP0001,2025-02-06,2189,2188,1,83.74,Minor Issue
INS012712,DEL012712,EMP0195,2025-05-02,1782,1782,0,99.42,Pass
INS012713,DEL012713,EMP0077,2025-09-04,1490,1490,0,97.97,Pass
INS012714,DEL012714,EMP0198,2024-10-12,1443,1443,0,96.28,Pass
INS012715,DEL012715,EMP0079,2025-11-16,804,804,0,97.55,Pass
INS012716,DEL012716,EMP0041,2024-11-10,1167,1147,20,82.74,Minor Issue
INS012717,DEL012717,EMP0055,2025-07-21,726,726,0,96.77,Pass
INS012718,DEL012718,EMP0144,2025-05-12,994,994,0,98.96,Pass
INS012719,DEL012719,EMP0006,2026-03-12,2447,2447,0,98.67,Pass
INS012720,DEL012720,EMP0115,2026-04-27,1475,1473,2,82.28,Minor Issue
INS012721,DEL012721,EMP0195,2026-01-11,3176,3171,5,86.95,Minor Issue
INS012722,DEL012722,EMP0017,2024-07-18,3097,3095,2,84.72,Minor Issue
INS012723,DEL012723,EMP0165,2025-06-08,293,293,0,97.95,Pass
INS012724,DEL012724,EMP0054,2026-07-29,3494,3494,0,95.7,Pass
INS012725,DEL012725,EMP0195,2025-01-28,1243,1243,0,98.11,Pass
INS012726,DEL012726,EMP0061,2025-12-02,461,461,0,97.86,Pass
INS012727,DEL012727,EMP0142,2024-07-29,3219,3219,0,97.75,Pass
INS012728,DEL012728,EMP0115,2026-01-15,403,403,0,99.03,Pass
INS012729,DEL012729,EMP0014,2024-12-20,1670,1660,10,84.82,Minor Issue
INS012730,DEL012730,EMP0077,2025-11-25,703,703,0,98.07,Pass
INS012731,DEL012731,EMP0193,2025-12-26,135,135,0,95.68,Pass
INS012732,DEL012732,EMP0044,2024-09-19,2359,2359,0,95.34,Pass
INS012733,DEL012733,EMP0057,2026-01-05,2804,2804,0,99.24,Pass
INS012734,DEL012734,EMP0041,2026-01-09,2296,2296,0,96.61,Pass
INS012735,DEL012735,EMP0090,2025-03-02,3412,3412,0,98.07,Pass
INS012736,DEL012736,EMP0054,2024-09-09,2351,2351,0,99.23,Pass
INS012737,DEL012737,EMP0146,2026-05-16,1814,1814,0,98.34,Pass
INS012738,DEL012738,EMP0143,2025-04-02,1796,1796,0,96.85,Pass
INS012739,DEL012739,EMP0028,2025-06-03,3300,3300,0,96.98,Pass
INS012740,DEL012740,EMP0042,2025-06-27,1843,1843,0,99.32,Pass
INS012741,DEL012741,EMP0162,2026-04-16,3436,3436,0,96.72,Pass
INS012742,DEL012742,EMP0045,2025-10-29,1477,1474,3,83.89,Minor Issue
INS012743,DEL012743,EMP0028,2025-04-05,1717,1716,1,87.86,Minor Issue
INS012744,DEL012744,EMP0174,2024-12-15,1708,1708,0,99.95,Pass
INS012745,DEL012745,EMP0061,2024-07-20,1037,1037,0,99.44,Pass
INS012746,DEL012746,EMP0146,2025-12-04,936,935,1,90.22,Minor Issue
INS012747,DEL012747,EMP0129,2024-11-29,672,671,1,86.65,Minor Issue
INS012748,DEL012748,EMP0115,2025-01-24,2742,2737,5,85.73,Minor Issue
INS012749,DEL012749,EMP0080,2024-08-10,1138,1138,0,99.21,Pass
INS012750,DEL012750,EMP0172,2025-02-23,1015,1015,0,97.88,Pass
INS012751,DEL012751,EMP0112,2025-12-20,198,198,0,95.49,Pass
INS012752,DEL012752,EMP0154,2026-01-24,51,51,0,99.74,Pass
INS012753,DEL012753,EMP0096,2024-11-27,1243,1243,0,98.23,Pass
INS012754,DEL012754,EMP0090,2026-02-28,758,758,0,96.92,Pass
INS012755,DEL012755,EMP0163,2026-04-01,495,494,1,82.71,Minor Issue
INS012756,DEL012756,EMP0142,2025-08-01,2030,2020,10,82.56,Minor Issue
INS012757,DEL012757,EMP0195,2025-11-09,1707,1707,0,96.95,Pass
INS012758,DEL012758,EMP0085,2025-04-01,804,804,0,95.73,Pass
INS012759,DEL012759,EMP0165,2026-05-17,122,122,0,96.11,Pass
INS012760,DEL012760,EMP0143,2026-05-10,2274,2272,2,86.14,Minor Issue
INS012761,DEL012761,EMP0162,2024-12-29,2502,2502,0,97.51,Pass
INS012762,DEL012762,EMP0116,2025-08-16,2507,2497,10,89.53,Minor Issue
INS012763,DEL012763,EMP0160,2024-07-28,640,639,1,90.61,Minor Issue
INS012764,DEL012764,EMP0172,2026-06-19,2239,2239,0,96.02,Pass
INS012765,DEL012765,EMP0184,2025-01-11,456,456,0,99.13,Pass
INS012766,DEL012766,EMP0174,2025-03-15,3267,3267,0,95.01,Pass
INS012767,DEL012767,EMP0163,2025-05-13,515,515,0,99.22,Pass
INS012768,DEL012768,EMP0160,2025-06-11,3851,3851,0,96.98,Pass
INS012769,DEL012769,EMP0180,2026-04-30,1691,1691,0,96.23,Pass
INS012770,DEL012770,EMP0010,2025-12-27,942,937,5,82.44,Minor Issue
INS012771,DEL012771,EMP0007,2025-10-08,2504,2504,0,99.22,Pass
INS012772,DEL012772,EMP0091,2024-09-16,1672,1667,5,87.58,Minor Issue
INS012773,DEL012773,EMP0198,2024-10-15,1634,1634,0,97.53,Pass
INS012774,DEL012774,EMP0172,2026-02-10,2125,2125,0,95.84,Pass
INS012775,DEL012775,EMP0194,2026-06-12,3446,3441,5,91.4,Minor Issue
INS012776,DEL012776,EMP0027,2025-02-05,139,139,0,96.91,Pass
INS012777,DEL012777,EMP0027,2024-09-27,2035,2035,0,96.03,Pass
INS012778,DEL012778,EMP0109,2025-08-11,2115,2115,0,97.7,Pass
INS012779,DEL012779,EMP0085,2024-10-09,477,477,0,96.3,Pass
INS012780,DEL012780,EMP0144,2025-09-28,2817,2817,0,95.65,Pass
INS012781,DEL012781,EMP0190,2025-07-04,3332,3331,1,83.57,Minor Issue
INS012782,DEL012782,EMP0198,2024-11-04,2798,2798,0,99.58,Pass
INS012783,DEL012783,EMP0186,2024-09-27,621,621,0,95.4,Pass
INS012784,DEL012784,EMP0046,2024-10-06,1450,1450,0,99.93,Pass
INS012785,DEL012785,EMP0061,2026-01-30,2095,2095,0,95.67,Pass
INS012786,DEL012786,EMP0091,2024-09-26,157,157,0,96.21,Pass
INS012787,DEL012787,EMP0089,2026-04-17,74,74,0,99.93,Pass
INS012788,DEL012788,EMP0044,2024-08-31,4226,4226,0,96.25,Pass
INS012789,DEL012789,EMP0021,2025-02-08,225,225,0,98.03,Pass
INS012790,DEL012790,EMP0170,2026-05-26,1914,1914,0,98.86,Pass
INS012791,DEL012791,EMP0092,2026-03-17,1065,1065,0,97.09,Pass
INS012792,DEL012792,EMP0172,2024-08-18,2629,2628,1,82.78,Minor Issue
INS012793,DEL012793,EMP0011,2026-02-24,1161,1161,0,99.25,Pass
INS012794,DEL012794,EMP0003,2025-07-22,567,565,2,88.28,Minor Issue
INS012795,DEL012795,EMP0163,2024-12-12,442,442,0,96.19,Pass
INS012796,DEL012796,EMP0043,2025-07-25,713,713,0,99.5,Pass
INS012797,DEL012797,EMP0017,2025-03-14,1815,1810,5,85.49,Minor Issue
INS012798,DEL012798,EMP0009,2024-09-24,2726,2725,1,81.75,Minor Issue
INS012799,DEL012799,EMP0187,2026-01-02,757,757,0,99.9,Pass
INS012800,DEL012800,EMP0111,2026-07-26,3490,3490,0,98.53,Pass
INS012801,DEL012801,EMP0187,2026-06-11,482,482,0,96.93,Pass
INS012802,DEL012802,EMP0197,2025-10-01,1111,1111,0,96.26,Pass
INS012803,DEL012803,EMP0028,2024-09-12,211,211,0,96.21,Pass
INS012804,DEL012804,EMP0117,2025-06-09,3043,3043,0,95.73,Pass
INS012805,DEL012805,EMP0156,2025-09-25,287,287,0,96.26,Pass
INS012806,DEL012806,EMP0057,2025-10-15,447,447,0,95.45,Pass
INS012807,DEL012807,EMP0160,2026-02-05,991,990,1,92.44,Minor Issue
INS012808,DEL012808,EMP0144,2026-05-29,1243,1243,0,99.29,Pass
INS012809,DEL012809,EMP0079,2024-07-28,438,438,0,98.93,Pass
INS012810,DEL012810,EMP0089,2024-10-05,912,912,0,99.82,Pass
INS012811,DEL012811,EMP0190,2025-05-08,722,722,0,98.12,Pass
INS012812,DEL012812,EMP0091,2025-03-28,2417,2417,0,97.58,Pass
INS012813,DEL012813,EMP0156,2026-01-15,1933,1933,0,96.83,Pass
INS012814,DEL012814,EMP0184,2024-10-24,1156,1154,2,80.51,Minor Issue
INS012815,DEL012815,EMP0117,2024-11-05,347,347,0,99.99,Pass
INS012816,DEL012816,EMP0198,2024-11-16,2140,2139,1,83.92,Minor Issue
INS012817,DEL012817,EMP0051,2026-01-03,1427,1427,0,99.65,Pass
INS012818,DEL012818,EMP0092,2025-03-11,1862,1862,0,95.64,Pass
INS012819,DEL012819,EMP0092,2024-08-26,1368,1368,0,99.76,Pass
INS012820,DEL012820,EMP0007,2024-10-18,2875,2875,0,95.19,Pass
INS012821,DEL012821,EMP0163,2025-03-17,1144,1143,1,81.57,Minor Issue
INS012822,DEL012822,EMP0129,2026-02-26,568,548,20,72.2,Fail
INS012823,DEL012823,EMP0197,2025-09-01,1673,1673,0,96.35,Pass
INS012824,DEL012824,EMP0006,2026-05-12,2379,2379,0,95.65,Pass
INS012825,DEL012825,EMP0046,2025-10-20,1999,1999,0,95.16,Pass
INS012826,DEL012826,EMP0092,2025-03-18,753,753,0,95.47,Pass
INS012827,DEL012827,EMP0028,2024-09-12,2436,2436,0,98.78,Pass
INS012828,DEL012828,EMP0109,2025-06-19,1007,1007,0,99.43,Pass
INS012829,DEL012829,EMP0174,2025-11-17,2219,2219,0,99.28,Pass
INS012830,DEL012830,EMP0129,2026-03-27,1874,1874,0,98.51,Pass
INS012831,DEL012831,EMP0017,2026-03-26,2212,2212,0,97.77,Pass
INS012832,DEL012832,EMP0117,2026-04-01,2156,2156,0,95.59,Pass
INS012833,DEL012833,EMP0198,2025-07-08,293,293,0,95.74,Pass
INS012834,DEL012834,EMP0116,2024-08-22,834,834,0,95.97,Pass
INS012835,DEL012835,EMP0112,2025-05-06,520,515,5,81.67,Minor Issue
INS012836,DEL012836,EMP0041,2026-04-18,1195,1190,5,92.62,Minor Issue
INS012837,DEL012837,EMP0195,2024-12-22,870,870,0,99.76,Pass
INS012838,DEL012838,EMP0116,2025-08-17,277,277,0,99.2,Pass
INS012839,DEL012839,EMP0154,2025-04-13,645,645,0,96.15,Pass
INS012840,DEL012840,EMP0184,2024-09-09,2696,2696,0,95.61,Pass
INS012841,DEL012841,EMP0091,2025-06-14,1709,1709,0,98.58,Pass
INS012842,DEL012842,EMP0116,2025-11-25,1491,1491,0,95.84,Pass
INS012843,DEL012843,EMP0186,2026-08-04,1483,1483,0,96.23,Pass
